,Unnamed: 0,cluster_id,cluster_name,score,500,1000,1500,2000,2500,3000,3500,0-14,14-65,65+,employed,new_score
32,52,U258Z102P-U1154Z102P-U602Z102P,Lužiny-Hůrka-Nové Butovice,56146.4946864004,758.8142485655518,11677.364099978911,20872.445434093126,9190.327806446709,10426.388012561903,1567.8465492701798,933.2427982153747,8671,36858,7668,52413,53197
